PID,B(Lat),L(Long),H,Bx,Ly,ReF,MCODE1,MCODE2,MCODE3
82,0,0,-5.24,69.118,-35.87,0,0,0,0
83,0,0,-5.26,68.055,-35.627,0,0,0,0
84,0,0,-5.272,67.022,-35.356,0,0,0,0
85,0,0,-5.2829999999999995,65.939,-35.124,0,0,0,0
86,0,0,-5.284,64.874,-34.889,0,0,0,0
87,0,0,-5.311,63.797,-34.666,0,0,0,0
88,0,0,-5.317,62.723,-34.446,0,0,0,0
89,0,0,-5.33,61.66,-34.218,0,0,0,0
90,0,0,-5.346,60.593,-34.018,0,0,0,0
91,0,0,-5.349,59.529,-33.815,0,0,0,0
92,0,0,-5.373,58.451,-33.607,0,0,0,0
93,0,0,-5.372,57.348,-33.436,0,0,0,0
94,0,0,-5.389,56.275,-33.258,0,0,0,0
95,0,0,-5.409,55.159,-33.089,0,0,0,0
96,0,0,-5.427,54.036,-32.93,0,0,0,0
97,0,0,-5.444,52.921,-32.776,0,0,0,0
98,0,0,-5.45,51.813,-32.646,0,0,0,0
99,0,0,-5.462,50.66,-32.505,0,0,0,0
100,0,0,-5.47,49.535,-32.39,0,0,0,0
101,0,0,-5.48,48.388,-32.281,0,0,0,0
102,0,0,-5.491,47.259,-32.181,0,0,0,0
103,0,0,-5.501,46.116,-32.107,0,0,0,0
104,0,0,-5.515,44.963,-31.992,0,0,0,0
105,0,0,-5.522,43.838,-31.929,0,0,0,0
106,0,0,-5.533,42.713,-31.831,0,0,0,0
107,0,0,-5.524,41.57,-31.762,0,0,0,0
108,0,0,-5.533,40.444,-31.66,0,0,0,0
109,0,0,-5.547,39.348,-31.545,0,0,0,0
110,0,0,-5.559,38.232,-31.394,0,0,0,0
111,0,0,-5.568,37.146,-31.226,0,0,0,0
112,0,0,-5.58,36.117,-31.041,0,0,0,0
113,0,0,-5.602,35.136,-30.846,0,0,0,0
114,0,0,-5.634,33.967,-30.576,0,0,0,0
115,0,0,-5.639,32.845,-30.284,0,0,0,0
116,0,0,-5.643,31.756,-29.95,0,0,0,0
117,0,0,-5.656,30.679,-29.577,0,0,0,0
118,0,0,-5.666,29.633,-29.185,0,0,0,0
119,0,0,-5.668,28.621,-28.743,0,0,0,0
120,0,0,-5.688,27.617,-28.275,0,0,0,0
121,0,0,-5.688,26.654,-27.768,0,0,0,0
122,0,0,-5.725,25.706,-27.245,0,0,0,0
123,0,0,-5.751,24.79,-26.686,0,0,0,0
124,0,0,-5.748,23.892,-26.099,0,0,0,0
125,0,0,-5.76,22.996,-25.47,0,0,0,0
126,0,0,-5.803,22.129,-24.784,0,0,0,0
127,0,0,-5.875,21.288,-24.057,0,0,0,0
128,0,0,-5.908,20.435,-23.268,0,0,0,0
129,0,0,-5.942,19.599,-22.424,0,0,0,0
130,0,0,-5.957,18.792,-21.582,0,0,0,0
131,0,0,-6.035,18.019,-20.718,0,0,0,0
132,0,0,-6.048,17.258,-19.869,0,0,0,0
133,0,0,-6.078,16.54,-19.067,0,0,0,0
134,0,0,-6.046,15.827,-18.279,0,0,0,0
135,0,0,-6.065,15.127,-17.496,0,0,0,0
136,0,0,-6.103,14.405,-16.749,0,0,0,0
137,0,0,-6.1129999999999995,13.716,-16.012,0,0,0,0
138,0,0,-6.127,13.017,-15.303,0,0,0,0
139,0,0,-6.161,12.282,-14.624,0,0,0,0
140,0,0,-6.195,11.548,-13.945,0,0,0,0
141,0,0,-6.229,10.813,-13.265,0,0,0,0
142,0,0,-6.2620000000000005,10.078,-12.586,0,0,0,0
143,0,0,-6.296,9.343,-11.907,0,0,0,0
144,0,0,-6.33,8.608,-11.227,0,0,0,0
145,0,0,-6.364,7.873,-10.548,0,0,0,0
146,0,0,-6.398,7.138,-9.869,0,0,0,0
147,0,0,-6.431,6.403,-9.189,0,0,0,0
148,0,0,-6.465,5.668,-8.51,0,0,0,0
149,0,0,-6.499,4.933,-7.831,0,0,0,0
150,0,0,-6.537,4.091,-7.036,0,0,0,0
151,0,0,-6.545,3.294,-6.227,0,0,0,0
152,0,0,-6.596,2.569,-5.384,0,0,0,0
153,0,0,-6.619,1.941,-4.518,0,0,0,0
154,0,0,-6.648,1.418,-3.629,0,0,0,0
155,0,0,-6.654,0.925,-2.621,0,0,0,0
156,0,0,-6.658,0.58,-1.663,0,0,0,0
157,0,0,-6.729,0.325,-0.698,0,0,0,0
158,0,0,-6.763,0.167,0.29,0,0,0,0
159,0,0,-6.785,0.075,1.356,0,0,0,0
160,0,0,-6.731,0.076,2.371,0,0,0,0
161,0,0,-6.674,0.097,3.393,0,0,0,0
162,0,0,-6.675,0.148,4.319,0,0,0,0
163,0,0,-7.163,1.444,14.749,0,0,0,0
164,0,0,-7.192,1.525,15.747,0,0,0,0
165,0,0,-7.221,1.606,16.746,0,0,0,0
166,0,0,-7.249,1.688,17.744,0,0,0,0
167,0,0,-7.2780000000000005,1.769,18.742,0,0,0,0
168,0,0,-7.307,1.851,19.74,0,0,0,0
169,0,0,-7.335,1.932,20.738,0,0,0,0
170,0,0,-7.364,2.013,21.737,0,0,0,0
171,0,0,-7.393,2.095,22.735,0,0,0,0
172,0,0,-7.421,2.176,23.733,0,0,0,0
173,0,0,-7.45,2.258,24.731,0,0,0,0
174,0,0,-7.478,2.339,25.729,0,0,0,0
175,0,0,-7.507,2.42,26.728,0,0,0,0
176,0,0,-7.531,2.577,27.837,0,0,0,0
177,0,0,-7.572,2.771,28.925,0,0,0,0
178,0,0,-7.596,2.973,29.96,0,0,0,0
179,0,0,-7.62,3.271,30.958,0,0,0,0
180,0,0,-7.6579999999999995,3.659,32.073,0,0,0,0
181,0,0,-7.677,3.99,33.017,0,0,0,0
182,0,0,-7.695,4.342,33.953,0,0,0,0
183,0,0,-7.713,4.736,34.872,0,0,0,0
184,0,0,-7.73,5.194,35.761,0,0,0,0
185,0,0,-7.748,5.733,36.603,0,0,0,0
186,0,0,-7.765,6.369,37.374,0,0,0,0
187,0,0,-7.7829999999999995,7.108,38.046,0,0,0,0
188,0,0,-7.8,7.949,38.585,0,0,0,0
189,0,0,-7.818,8.87,38.97,0,0,0,0
190,0,0,-7.835,9.839,39.215,0,0,0,0
191,0,0,-7.853,10.83,39.347,0,0,0,0
192,0,0,-7.87,11.829,39.395,0,0,0,0
193,0,0,-7.888,12.828,39.39,0,0,0,0
194,0,0,-7.906,13.828,39.362,0,0,0,0
195,0,0,-7.923,14.828,39.342,0,0,0,0
196,0,0,-7.92,16.358,39.355,0,0,0,0
197,0,0,-7.911,17.374,39.305,0,0,0,0
198,0,0,-7.909,18.423,39.241,0,0,0,0
199,0,0,-7.894,19.507,39.141,0,0,0,0
200,0,0,-7.885,20.602,39.046,0,0,0,0
201,0,0,-7.872,21.702,38.912,0,0,0,0
202,0,0,-7.8629999999999995,22.744,38.781,0,0,0,0
203,0,0,-7.846,23.769,38.628,0,0,0,0
204,0,0,-7.823,24.75,38.481,0,0,0,0
205,0,0,-7.804,25.934,38.292,0,0,0,0
206,0,0,-7.784,27.071,38.112,0,0,0,0
207,0,0,-7.782,28.165,37.911,0,0,0,0
208,0,0,-7.77,29.183,37.75,0,0,0,0
209,0,0,-7.759,30.202,37.588,0,0,0,0
210,0,0,-7.747,31.221,37.427,0,0,0,0
211,0,0,-7.736,32.239,37.265,0,0,0,0
212,0,0,-7.724,33.258,37.104,0,0,0,0
213,0,0,-7.713,34.277,36.943,0,0,0,0
214,0,0,-7.7010000000000005,35.296,36.781,0,0,0,0
215,0,0,-7.6899999999999995,36.314,36.62,0,0,0,0
216,0,0,-7.678,37.333,36.458,0,0,0,0
217,0,0,-7.667,38.352,36.297,0,0,0,0
218,0,0,-7.655,39.37,36.136,0,0,0,0
219,0,0,-7.643,40.389,35.974,0,0,0,0
220,0,0,-7.632,41.408,35.813,0,0,0,0
221,0,0,-7.62,42.426,35.651,0,0,0,0
222,0,0,-7.609,43.445,35.49,0,0,0,0
223,0,0,-7.5969999999999995,44.464,35.329,0,0,0,0
224,0,0,-7.586,45.483,35.167,0,0,0,0
225,0,0,-7.574,46.501,35.006,0,0,0,0
226,0,0,-7.563,47.52,34.844,0,0,0,0
227,0,0,-7.551,48.539,34.683,0,0,0,0
228,0,0,-7.54,49.557,34.522,0,0,0,0
229,0,0,-7.5280000000000005,50.576,34.36,0,0,0,0
230,0,0,-7.5169999999999995,51.595,34.199,0,0,0,0
231,0,0,-7.494,52.793,34.014,0,0,0,0
232,0,0,-7.492,53.787,33.876,0,0,0,0
233,0,0,-7.4719999999999995,54.791,33.715,0,0,0,0
234,0,0,-7.459,55.8,33.579,0,0,0,0
235,0,0,-7.445,56.822,33.427,0,0,0,0
236,0,0,-7.431,57.843,33.275,0,0,0,0
237,0,0,-7.417,58.865,33.122,0,0,0,0
238,0,0,-7.4030000000000005,59.886,32.97,0,0,0,0
239,0,0,-7.389,60.908,32.818,0,0,0,0
240,0,0,-7.375,61.929,32.665,0,0,0,0
241,0,0,-7.361,62.951,32.513,0,0,0,0
242,0,0,-7.3469999999999995,63.972,32.361,0,0,0,0
243,0,0,-7.333,64.994,32.209,0,0,0,0
244,0,0,-7.319,66.015,32.056,0,0,0,0
245,0,0,-7.305,67.037,31.904,0,0,0,0
246,0,0,-7.291,68.058,31.752,0,0,0,0
247,0,0,-7.277,69.08,31.6,0,0,0,0
248,0,0,-7.261,70.057,31.433,0,0,0,0
249,0,0,-7.248,71.167,31.252,0,0,0,0
250,0,0,-7.235,72.278,31.072,0,0,0,0
251,0,0,-7.2219999999999995,73.388,30.891,0,0,0,0
252,0,0,-7.209,74.498,30.71,0,0,0,0
253,0,0,-7.196,75.608,30.53,0,0,0,0
254,0,0,-7.183,76.719,30.349,0,0,0,0
255,0,0,-7.17,77.829,30.169,0,0,0,0
256,0,0,-7.157,78.939,29.988,0,0,0,0
257,0,0,-7.146,79.937,29.877,0,0,0,0
258,0,0,-7.1370000000000005,80.978,29.802,0,0,0,0
259,0,0,-7.128,82.034,29.72,0,0,0,0
260,0,0,-7.13,83.105,29.677,0,0,0,0
261,0,0,-7.098,84.316,29.655,0,0,0,0
262,0,0,-7.074,85.316,29.641,0,0,0,0
263,0,0,-7.049,86.316,29.637,0,0,0,0
264,0,0,-7.025,87.316,29.646,0,0,0,0
265,0,0,-7.001,88.315,29.673,0,0,0,0
266,0,0,-6.976,89.314,29.724,0,0,0,0
267,0,0,-6.952,90.311,29.803,0,0,0,0
268,0,0,-6.928,91.304,29.914,0,0,0,0
269,0,0,-6.904,92.293,30.063,0,0,0,0
270,0,0,-6.879,93.275,30.253,0,0,0,0
271,0,0,-6.855,94.246,30.49,0,0,0,0
272,0,0,-6.831,95.205,30.774,0,0,0,0
273,0,0,-6.806,96.15,31.101,0,0,0,0
274,0,0,-6.782,97.081,31.465,0,0,0,0
275,0,0,-6.758,98.001,31.859,0,0,0,0
276,0,0,-6.733,98.909,32.277,0,0,0,0
277,0,0,-6.709,99.809,32.714,0,0,0,0
278,0,0,-6.598,100.716,33.168,0,0,0,0
279,0,0,-6.487,101.624,33.622,0,0,0,0
280,0,0,-6.376,102.532,34.076,0,0,0,0
281,0,0,-6.264,103.44,34.53,0,0,0,0
282,0,0,-6.1530000000000005,104.347,34.984,0,0,0,0
283,0,0,-6.041,105.255,35.438,0,0,0,0
284,0,0,-5.929,106.163,35.892,0,0,0,0
285,0,0,-5.818,107.071,36.347,0,0,0,0
286,0,0,-5.7059999999999995,107.978,36.801,0,0,0,0
287,0,0,-5.595,108.886,37.255,0,0,0,0
288,0,0,-5.4830000000000005,109.794,37.709,0,0,0,0
289,0,0,-5.372,110.702,38.163,0,0,0,0
290,0,0,-5.26,111.609,38.617,0,0,0,0
291,0,0,-5.149,112.517,39.071,0,0,0,0
292,0,0,-5.037,113.425,39.525,0,0,0,0
293,0,0,-4.926,114.333,39.98,0,0,0,0
294,0,0,-4.814,115.24,40.434,0,0,0,0
295,0,0,-4.703,116.148,40.888,0,0,0,0
296,0,0,-4.54,117.113,41.329,0,0,0,0
297,0,0,-4.391,118.02,41.764,0,0,0,0
298,0,0,-4.244,118.995,42.206,0,0,0,0
299,0,0,-4.089,119.899,42.609,0,0,0,0
300,0,0,-3.913,120.878,43.013,0,0,0,0
301,0,0,-3.763,121.788,43.377,0,0,0,0
302,0,0,-3.616,122.735,43.755,0,0,0,0
303,0,0,-3.483,123.667,44.117,0,0,0,0
304,0,0,-3.35,124.607,44.459,0,0,0,0
305,0,0,-3.217,125.556,44.772,0,0,0,0
306,0,0,-3.083,126.518,45.045,0,0,0,0
307,0,0,-2.95,127.493,45.267,0,0,0,0
308,0,0,-2.817,128.48,45.427,0,0,0,0
309,0,0,-2.684,129.476,45.516,0,0,0,0
310,0,0,-2.55,130.475,45.543,0,0,0,0
311,0,0,-2.417,131.475,45.521,0,0,0,0
312,0,0,-2.284,132.473,45.464,0,0,0,0
313,0,0,-2.1500000000000004,133.47,45.385,0,0,0,0
314,0,0,-2.0170000000000003,134.466,45.298,0,0,0,0
315,0,0,-1.779,136.482,45.139,0,0,0,0
316,0,0,-1.6239999999999997,137.56,45.035,0,0,0,0
317,0,0,-1.5389999999999997,138.58,44.901,0,0,0,0
318,0,0,-1.436,139.607,44.767,0,0,0,0
319,0,0,-1.3360000000000003,140.63,44.643,0,0,0,0
320,0,0,-1.2430000000000003,141.665,44.492,0,0,0,0
321,0,0,-1.1449999999999996,142.702,44.378,0,0,0,0
322,0,0,-1.08,143.751,44.238,0,0,0,0
323,0,0,-0.9699999999999998,144.785,44.127,0,0,0,0
324,0,0,-0.8860000000000001,145.815,44.023,0,0,0,0
325,0,0,-0.8010000000000002,146.846,43.918,0,0,0,0
326,0,0,-0.7169999999999996,147.876,43.813,0,0,0,0
327,0,0,-0.6319999999999997,148.907,43.708,0,0,0,0
328,0,0,-0.5469999999999997,149.937,43.604,0,0,0,0
329,0,0,-0.4630000000000001,150.968,43.499,0,0,0,0
330,0,0,-0.3780000000000001,151.998,43.394,0,0,0,0
331,0,0,-0.29300000000000015,153.029,43.29,0,0,0,0
332,0,0,-0.20899999999999963,154.059,43.185,0,0,0,0
333,0,0,-0.12399999999999967,155.09,43.08,0,0,0,0
334,0,0,-0.040000000000000036,156.12,42.975,0,0,0,0
335,0,0,0.04499999999999993,157.151,42.871,0,0,0,0
336,0,0,0.1299999999999999,158.181,42.766,0,0,0,0
337,0,0,0.17900000000000027,159.256,42.629,0,0,0,0
338,0,0,0.21699999999999964,160.329,42.512,0,0,0,0
339,0,0,0.25399999999999956,161.402,42.395,0,0,0,0
340,0,0,0.29100000000000037,162.475,42.279,0,0,0,0
341,0,0,0.32899999999999974,163.548,42.162,0,0,0,0
342,0,0,0.36599999999999966,164.621,42.045,0,0,0,0
343,0,0,0.4029999999999996,165.694,41.929,0,0,0,0
344,0,0,0.44099999999999984,166.767,41.812,0,0,0,0
345,0,0,0.47799999999999976,167.84,41.695,0,0,0,0
346,0,0,0.516,168.913,41.579,0,0,0,0
347,0,0,0.5529999999999999,169.986,41.462,0,0,0,0
348,0,0,0.5899999999999999,171.059,41.345,0,0,0,0
349,0,0,0.6280000000000001,172.132,41.228,0,0,0,0
350,0,0,0.7539999999999996,173.34,41.155,0,0,0,0
351,0,0,0.7770000000000001,174.525,41.086,0,0,0,0
352,0,0,0.798,175.671,41.033,0,0,0,0
353,0,0,0.8120000000000003,176.791,40.985,0,0,0,0
354,0,0,0.8479999999999999,177.845,40.96,0,0,0,0
355,0,0,0.8470000000000004,178.873,40.961,0,0,0,0
356,0,0,0.9039999999999999,180.159,40.997,0,0,0,0
357,0,0,0.9249999999999998,181.422,41.036,0,0,0,0
358,0,0,0.9470000000000001,182.631,41.1,0,0,0,0
359,0,0,0.9640000000000004,184.292,41.237,0,0,0,0
360,0,0,0.9610000000000003,185.287,41.331,0,0,0,0
361,0,0,0.9580000000000002,186.281,41.448,0,0,0,0
362,0,0,0.9550000000000001,187.269,41.598,0,0,0,0
363,0,0,0.9530000000000003,188.25,41.793,0,0,0,0
364,0,0,0.9500000000000002,189.218,42.043,0,0,0,0
365,0,0,0.9470000000000001,190.167,42.359,0,0,0,0
366,0,0,0.944,191.087,42.749,0,0,0,0
367,0,0,0.9420000000000002,191.968,43.22,0,0,0,0
368,0,0,0.9390000000000001,192.797,43.78,0,0,0,0
369,0,0,0.9359999999999999,193.557,44.429,0,0,0,0
370,0,0,0.9329999999999998,194.238,45.16,0,0,0,0
371,0,0,0.9299999999999997,194.839,45.959,0,0,0,0
372,0,0,0.9279999999999999,195.361,46.811,0,0,0,0
373,0,0,0.9249999999999998,195.808,47.706,0,0,0,0
374,0,0,0.9219999999999997,196.184,48.632,0,0,0,0
375,0,0,0.9189999999999996,196.496,49.582,0,0,0,0
376,0,0,0.9160000000000004,196.751,50.549,0,0,0,0
377,0,0,0.9139999999999997,196.958,51.527,0,0,0,0
378,0,0,0.9109999999999996,197.125,52.513,0,0,0,0
379,0,0,0.8849999999999998,197.398,54.607,0,0,0,0
380,0,0,0.867,197.513,55.776,0,0,0,0
381,0,0,0.8200000000000003,197.603,56.948,0,0,0,0
382,0,0,0.8049999999999997,197.67,58.081,0,0,0,0
383,0,0,0.7709999999999999,197.723,59.217,0,0,0,0
384,0,0,0.7240000000000002,197.787,60.318,0,0,0,0
385,0,0,0.7210000000000001,197.82,61.387,0,0,0,0
386,0,0,0.6879999999999997,197.844,62.43,0,0,0,0
387,0,0,0.6550000000000002,197.868,63.472,0,0,0,0
388,0,0,0.6219999999999999,197.892,64.514,0,0,0,0
389,0,0,0.5890000000000004,197.916,65.557,0,0,0,0
390,0,0,0.556,197.94,66.599,0,0,0,0
391,0,0,0.5229999999999997,197.964,67.641,0,0,0,0
392,0,0,0.4889999999999999,197.988,68.684,0,0,0,0
393,0,0,0.4560000000000004,198.012,69.726,0,0,0,0
394,0,0,0.42300000000000004,198.035,70.768,0,0,0,0
395,0,0,0.3899999999999997,198.059,71.81,0,0,0,0
396,0,0,0.3570000000000002,198.083,72.853,0,0,0,0
397,0,0,0.32399999999999984,198.107,73.895,0,0,0,0
398,0,0,0.29100000000000037,198.131,74.937,0,0,0,0
399,0,0,0.258,198.155,75.98,0,0,0,0
400,0,0,0.21499999999999986,198.177,77.029,0,0,0,0
401,0,0,0.16699999999999982,198.223,78.042,0,0,0,0
402,0,0,0.11899999999999977,198.269,79.055,0,0,0,0
403,0,0,0.07099999999999973,198.316,80.067,0,0,0,0
404,0,0,0.022999999999999687,198.362,81.08,0,0,0,0
405,0,0,-0.02400000000000002,198.409,82.093,0,0,0,0
406,0,0,-0.07200000000000006,198.455,83.106,0,0,0,0
407,0,0,-0.1200000000000001,198.501,84.119,0,0,0,0
408,0,0,-0.16800000000000015,198.548,85.132,0,0,0,0
409,0,0,-0.2160000000000002,198.594,86.144,0,0,0,0
410,0,0,-0.2629999999999999,198.64,87.157,0,0,0,0
411,0,0,-0.31099999999999994,198.687,88.17,0,0,0,0
412,0,0,-0.359,198.733,89.183,0,0,0,0
413,0,0,-0.40700000000000003,198.78,90.196,0,0,0,0
414,0,0,-0.4889999999999999,198.762,91.406,0,0,0,0
415,0,0,-0.7629999999999999,198.657,93.145,0,0,0,0
416,0,0,-0.915,198.579,94.142,0,0,0,0
417,0,0,-1.0679999999999996,198.468,95.136,0,0,0,0
418,0,0,-1.2199999999999998,198.305,96.122,0,0,0,0
419,0,0,-1.3719999999999999,198.073,97.095,0,0,0,0
420,0,0,-1.524,197.756,98.043,0,0,0,0
421,0,0,-1.6760000000000002,197.34,98.951,0,0,0,0
422,0,0,-1.8280000000000003,196.815,99.801,0,0,0,0
423,0,0,-1.9800000000000004,196.173,100.567,0,0,0,0
424,0,0,-2.1319999999999997,195.418,101.221,0,0,0,0
425,0,0,-2.285,194.571,101.752,0,0,0,0
426,0,0,-2.4370000000000003,193.662,102.167,0,0,0,0
427,0,0,-2.589,192.714,102.482,0,0,0,0
428,0,0,-2.741,191.741,102.715,0,0,0,0
429,0,0,-2.893,190.756,102.886,0,0,0,0
430,0,0,-3.045,189.765,103.017,0,0,0,0
431,0,0,-3.197,188.771,103.13,0,0,0,0
432,0,0,-3.349,187.778,103.248,0,0,0,0
433,0,0,-3.638,186.076,103.5,0,0,0,0
434,0,0,-3.789,184.994,103.631,0,0,0,0
435,0,0,-3.958,183.849,103.76,0,0,0,0
436,0,0,-4.079000000000001,182.673,103.872,0,0,0,0
437,0,0,-4.209,181.479,103.995,0,0,0,0
438,0,0,-4.35,180.254,104.09,0,0,0,0
439,0,0,-4.37,179.255,104.145,0,0,0,0
440,0,0,-4.390000000000001,178.255,104.199,0,0,0,0
441,0,0,-4.41,177.256,104.254,0,0,0,0
442,0,0,-4.43,176.256,104.308,0,0,0,0
443,0,0,-4.45,175.256,104.363,0,0,0,0
444,0,0,-4.470000000000001,174.257,104.417,0,0,0,0
445,0,0,-4.49,173.257,104.472,0,0,0,0
446,0,0,-4.51,172.258,104.527,0,0,0,0
447,0,0,-4.53,171.258,104.581,0,0,0,0
448,0,0,-4.55,170.259,104.636,0,0,0,0
449,0,0,-4.57,169.259,104.69,0,0,0,0
450,0,0,-4.59,168.259,104.745,0,0,0,0
451,0,0,-4.61,167.26,104.8,0,0,0,0
452,0,0,-4.63,166.26,104.854,0,0,0,0
453,0,0,-4.65,165.261,104.909,0,0,0,0
454,0,0,-4.67,164.261,104.963,0,0,0,0
455,0,0,-4.6899999999999995,163.262,105.018,0,0,0,0
456,0,0,-4.71,162.262,105.073,0,0,0,0
457,0,0,-4.73,161.262,105.127,0,0,0,0
458,0,0,-4.75,160.263,105.182,0,0,0,0
459,0,0,-4.77,159.263,105.236,0,0,0,0
460,0,0,-4.79,158.264,105.291,0,0,0,0
461,0,0,-4.8100000000000005,157.264,105.345,0,0,0,0
462,0,0,-4.83,156.265,105.4,0,0,0,0
463,0,0,-4.85,155.265,105.455,0,0,0,0
464,0,0,-4.871,154.265,105.509,0,0,0,0
465,0,0,-4.891,153.266,105.564,0,0,0,0
466,0,0,-4.911,152.266,105.618,0,0,0,0
467,0,0,-4.931,151.267,105.673,0,0,0,0
468,0,0,-4.9510000000000005,150.267,105.728,0,0,0,0
469,0,0,-4.971,149.267,105.782,0,0,0,0
470,0,0,-4.991,148.268,105.837,0,0,0,0
471,0,0,-5.03,147.259,105.882,0,0,0,0
472,0,0,-5.118,146.262,105.926,0,0,0,0
473,0,0,-5.207,145.262,105.959,0,0,0,0
474,0,0,-5.296,144.262,105.969,0,0,0,0
475,0,0,-5.385,143.263,105.941,0,0,0,0
476,0,0,-5.473,142.266,105.864,0,0,0,0
477,0,0,-5.562,141.276,105.723,0,0,0,0
478,0,0,-5.651,140.3,105.507,0,0,0,0
479,0,0,-5.739,139.348,105.204,0,0,0,0
480,0,0,-5.828,138.432,104.804,0,0,0,0
481,0,0,-5.917,137.563,104.309,0,0,0,0
482,0,0,-6.005,136.747,103.731,0,0,0,0
483,0,0,-6.094,135.985,103.084,0,0,0,0
484,0,0,-6.183,135.276,102.38,0,0,0,0
485,0,0,-6.272,134.615,101.629,0,0,0,0
486,0,0,-6.36,133.999,100.842,0,0,0,0
487,0,0,-6.449,133.421,100.026,0,0,0,0
